"subject" "activity" "variable" "average"
"225" 1 "STANDING" "tbodygyrojerkmagmean" -0.994966790566038
"226" 1 "STANDING" "tbodygyrojerkmagstd" -0.994733238679245
"227" 1 "STANDING" "fbodyaccmeanx" -0.995249932641509
"228" 1 "STANDING" "fbodyaccmeany" -0.977070847735849
"229" 1 "STANDING" "fbodyaccmeanz" -0.985297098679245
"230" 1 "STANDING" "fbodyaccstdx" -0.99602834509434
"231" 1 "STANDING" "fbodyaccstdy" -0.972293102075472
"232" 1 "STANDING" "fbodyaccstdz" -0.977937259622642
"233" 1 "STANDING" "fbodyaccjerkmeanx" -0.994630797358491
"234" 1 "STANDING" "fbodyaccjerkmeany" -0.985418704528302
"235" 1 "STANDING" "fbodyaccjerkmeanz" -0.990752166037736
"236" 1 "STANDING" "fbodyaccjerkstdx" -0.995073759245283
"237" 1 "STANDING" "fbodyaccjerkstdy" -0.987018226792453
"238" 1 "STANDING" "fbodyaccjerkstdz" -0.992349818113208
"239" 1 "STANDING" "fbodygyromeanx" -0.986386786037736
"240" 1 "STANDING" "fbodygyromeany" -0.988984455849057
"241" 1 "STANDING" "fbodygyromeanz" -0.980773122830189
"242" 1 "STANDING" "fbodygyrostdx" -0.987497128679245
"243" 1 "STANDING" "fbodygyrostdy" -0.987107727735849
"244" 1 "STANDING" "fbodygyrostdz" -0.98234533
"245" 1 "STANDING" "fbodyaccmagmean" -0.985356361132075
"246" 1 "STANDING" "fbodyaccmagstd" -0.982313804716981
"247" 1 "STANDING" "fbodybodyaccjerkmagmean" -0.99254247754717
"248" 1 "STANDING" "fbodybodyaccjerkmagstd" -0.992536003396226
"249" 1 "STANDING" "fbodybodygyromagmean" -0.984617623396226
"250" 1 "STANDING" "fbodybodygyromagstd" -0.978466072075472
"251" 1 "STANDING" "fbodybodygyrojerkmagmean" -0.994815376981132
"252" 1 "STANDING" "fbodybodygyrojerkmagstd" -0.994671123207547
"253" 1 "WALKING" "wBodyAccMeanX" 1.45845663215173
"254" 1 "WALKING" "wBodyAccStdX" 16.5676555505889
"255" 1 "WALKING" "wBodyAccMeanY" 1.45837887667947
"256" 1 "WALKING" "wBodyAccStdY" 16.5668641610093
"257" 1 "WALKING" "wBodyAccMeanZ" 1.45757568563588
"258" 1 "WALKING" "wBodyAccStdZ" 16.5662918910612
"259" 1 "WALKING" "wBodyGyroMeanX" 1.44402005092646
"260" 1 "WALKING" "wBodyGyroStdX" 16.5750705040398
"261" 1 "WALKING" "wBodyGyroMeanY" 1.46066129251878
"262" 1 "WALKING" "wBodyGyroStdY" 16.5859580150484
"263" 1 "WALKING" "wBodyGyroMeanZ" 1.45789718909216
"264" 1 "WALKING" "wBodyGyroStdZ" 16.5695342097436
"265" 1 "WALKING" "wTotalAccMeanX" 2.44783875642595
"266" 1 "WALKING" "wTotalAccStdX" 16.4798790847327
"267" 1 "WALKING" "wTotalAccMeanY" 1.19666980925849
"268" 1 "WALKING" "wTotalAccStdY" 16.5900792794882
"269" 1 "WALKING" "wTotalAccMeanZ" 1.3856865234368
"270" 1 "WALKING" "wTotalAccStdZ" 16.5726482930473
"271" 1 "WALKING" "tbodyaccmeanx" 0.277330758736842
"272" 1 "WALKING" "tbodyaccmeany" -0.0173838185273684
"273" 1 "WALKING" "tbodyaccmeanz" -0.111148103547368
"274" 1 "WALKING" "tbodyaccstdx" -0.283740258842105
"275" 1 "WALKING" "tbodyaccstdy" 0.114461336747368
"276" 1 "WALKING" "tbodyaccstdz" -0.260027902210526
"277" 1 "WALKING" "tgravityaccmeanx" 0.935223201473684
"278" 1 "WALKING" "tgravityaccmeany" -0.282165021263158
"279" 1 "WALKING" "tgravityaccmeanz" -0.068102864
"280" 1 "WALKING" "tgravityaccstdx" -0.976609642526316
"281" 1 "WALKING" "tgravityaccstdy" -0.971305961473684
"282" 1 "WALKING" "tgravityaccstdz" -0.947717226105263
"283" 1 "WALKING" "tbodyaccjerkmeanx" 0.0740416333157895
"284" 1 "WALKING" "tbodyaccjerkmeany" 0.0282721095884211
"285" 1 "WALKING" "tbodyaccjerkmeanz" -0.00416840617789474
"286" 1 "WALKING" "tbodyaccjerkstdx" -0.113615602435789
"287" 1 "WALKING" "tbodyaccjerkstdy" 0.0670025007684211
"288" 1 "WALKING" "tbodyaccjerkstdz" -0.502699788526316
"289" 1 "WALKING" "tbodygyromeanx" -0.041830963526
"290" 1 "WALKING" "tbodygyromeany" -0.0695300462115789
"291" 1 "WALKING" "tbodygyromeanz" 0.0849448173042105
"292" 1 "WALKING" "tbodygyrostdx" -0.473535485894737
"293" 1 "WALKING" "tbodygyrostdy" -0.0546077686594737
"294" 1 "WALKING" "tbodygyrostdz" -0.344266629473684
"295" 1 "WALKING" "tbodygyrojerkmeanx" -0.0899975423705263
"296" 1 "WALKING" "tbodygyrojerkmeany" -0.0398428709463158
"297" 1 "WALKING" "tbodygyrojerkmeanz" -0.0461309295021053
"298" 1 "WALKING" "tbodygyrojerkstdx" -0.207421854757895
"299" 1 "WALKING" "tbodygyrojerkstdy" -0.304468510631579
"300" 1 "WALKING" "tbodygyrojerkstdz" -0.404255452631579
"301" 1 "WALKING" "tbodyaccmagmean" -0.136971176556842
"302" 1 "WALKING" "tbodyaccmagstd" -0.219688645631579
"303" 1 "WALKING" "tgravityaccmagmean" -0.136971176556842
"304" 1 "WALKING" "tgravityaccmagstd" -0.219688645631579
"305" 1 "WALKING" "tbodyaccjerkmagmean" -0.141428809031579
"306" 1 "WALKING" "tbodyaccjerkmagstd" -0.0744717500625263
"307" 1 "WALKING" "tbodygyromagmean" -0.160979552536842
"308" 1 "WALKING" "tbodygyromagstd" -0.186978364526316
"309" 1 "WALKING" "tbodygyrojerkmagmean" -0.298703679084211
"310" 1 "WALKING" "tbodygyrojerkmagstd" -0.325324878894737
"311" 1 "WALKING" "fbodyaccmeanx" -0.202794306326316
"312" 1 "WALKING" "fbodyaccmeany" 0.0897127264021053
"313" 1 "WALKING" "fbodyaccmeanz" -0.331560117789474
"314" 1 "WALKING" "fbodyaccstdx" -0.319134719578947
"315" 1 "WALKING" "fbodyaccstdy" 0.056040006846
"316" 1 "WALKING" "fbodyaccstdz" -0.279686751494737
"317" 1 "WALKING" "fbodyaccjerkmeanx" -0.170546964549579
"318" 1 "WALKING" "fbodyaccjerkmeany" -0.0352255241130632
"319" 1 "WALKING" "fbodyaccjerkmeanz" -0.468999224631579
"320" 1 "WALKING" "fbodyaccjerkstdx" -0.133586606326316
"321" 1 "WALKING" "fbodyaccjerkstdy" 0.106739857136
"322" 1 "WALKING" "fbodyaccjerkstdz" -0.534713440421053
"323" 1 "WALKING" "fbodygyromeanx" -0.339032197115789
"324" 1 "WALKING" "fbodygyromeany" -0.103059416434737
"325" 1 "WALKING" "fbodygyromeanz" -0.255940940315789
"326" 1 "WALKING" "fbodygyrostdx" -0.516691938736842
"327" 1 "WALKING" "fbodygyrostdy" -0.0335081597884211
"328" 1 "WALKING" "fbodygyrostdz" -0.436562227473684
"329" 1 "WALKING" "fbodyaccmagmean" -0.128623450629474
"330" 1 "WALKING" "fbodyaccmagstd" -0.398032586842105
"331" 1 "WALKING" "fbodybodyaccjerkmagmean" -0.0571194000343158
"332" 1 "WALKING" "fbodybodyaccjerkmagstd" -0.103492403002105
"333" 1 "WALKING" "fbodybodygyromagmean" -0.199252568986316
"334" 1 "WALKING" "fbodybodygyromagstd" -0.321017953894737
"335" 1 "WALKING" "fbodybodygyrojerkmagmean" -0.319308593778947
"336" 1 "WALKING" "fbodybodygyrojerkmagstd" -0.381601911789474
"337" 1 "WALKING_DOWNSTAIRS" "wBodyAccMeanX" 1.79212303101145
"338" 1 "WALKING_DOWNSTAIRS" "wBodyAccStdX" 20.3307514746099
"339" 1 "WALKING_DOWNSTAIRS" "wBodyAccMeanY" 1.7935059017214
"340" 1 "WALKING_DOWNSTAIRS" "wBodyAccStdY" 20.3281407484609
"341" 1 "WALKING_DOWNSTAIRS" "wBodyAccMeanZ" 1.78999148903222
"342" 1 "WALKING_DOWNSTAIRS" "wBodyAccStdZ" 20.3282004146466
"343" 1 "WALKING_DOWNSTAIRS" "wBodyGyroMeanX" 1.78217225287474
"344" 1 "WALKING_DOWNSTAIRS" "wBodyGyroStdX" 20.3360304175673
"345" 1 "WALKING_DOWNSTAIRS" "wBodyGyroMeanY" 1.78231277915766
"346" 1 "WALKING_DOWNSTAIRS" "wBodyGyroStdY" 20.3418790196729
"347" 1 "WALKING_DOWNSTAIRS" "wBodyGyroMeanZ" 1.79139627848291
"348" 1 "WALKING_DOWNSTAIRS" "wBodyGyroStdZ" 20.3328000310438
"349" 1 "WALKING_DOWNSTAIRS" "wTotalAccMeanX" 2.77915521642145
"350" 1 "WALKING_DOWNSTAIRS" "wTotalAccStdX" 20.2431737212737
"351" 1 "WALKING_DOWNSTAIRS" "wTotalAccMeanY" 1.54721147784528
"352" 1 "WALKING_DOWNSTAIRS" "wTotalAccStdY" 20.3499824448023
"353" 1 "WALKING_DOWNSTAIRS" "wTotalAccMeanZ" 1.72393629660951
"354" 1 "WALKING_DOWNSTAIRS" "wTotalAccStdZ" 20.3340385960815
"355" 1 "WALKING_DOWNSTAIRS" "tbodyaccmeanx" 0.289188320408163
"356" 1 "WALKING_DOWNSTAIRS" "tbodyaccmeany" -0.00991850461020408
"357" 1 "WALKING_DOWNSTAIRS" "tbodyaccmeanz" -0.107566190908163
"358" 1 "WALKING_DOWNSTAIRS" "tbodyaccstdx" 0.0300353383483878
"359" 1 "WALKING_DOWNSTAIRS" "tbodyaccstdy" -0.0319359434489796
"360" 1 "WALKING_DOWNSTAIRS" "tbodyaccstdz" -0.230434213204082
"361" 1 "WALKING_DOWNSTAIRS" "tgravityaccmeanx" 0.931874418979592
"362" 1 "WALKING_DOWNSTAIRS" "tgravityaccmeany" -0.266610338979592
"363" 1 "WALKING_DOWNSTAIRS" "tgravityaccmeanz" -0.0621199585938775
"364" 1 "WALKING_DOWNSTAIRS" "tgravityaccstdx" -0.950559811632653
"365" 1 "WALKING_DOWNSTAIRS" "tgravityaccstdy" -0.937018658979592
"366" 1 "WALKING_DOWNSTAIRS" "tgravityaccstdz" -0.895939695102041
"367" 1 "WALKING_DOWNSTAIRS" "tbodyaccjerkmeanx" 0.0541553164897959
"368" 1 "WALKING_DOWNSTAIRS" "tbodyaccjerkmeany" 0.0296504490408163
"369" 1 "WALKING_DOWNSTAIRS" "tbodyaccjerkmeanz" -0.0109719730183673
"370" 1 "WALKING_DOWNSTAIRS" "tbodyaccjerkstdx" -0.012283860544898
"371" 1 "WALKING_DOWNSTAIRS" "tbodyaccjerkstdy" -0.101601390640816
"372" 1 "WALKING_DOWNSTAIRS" "tbodyaccjerkstdz" -0.345735032326531
"373" 1 "WALKING_DOWNSTAIRS" "tbodygyromeanx" -0.0350781902989796
"374" 1 "WALKING_DOWNSTAIRS" "tbodygyromeany" -0.0909371290204082
"375" 1 "WALKING_DOWNSTAIRS" "tbodygyromeanz" 0.0900850142030612
"376" 1 "WALKING_DOWNSTAIRS" "tbodygyrostdx" -0.458030542938775
"377" 1 "WALKING_DOWNSTAIRS" "tbodygyrostdy" -0.126349194938775
"378" 1 "WALKING_DOWNSTAIRS" "tbodygyrostdz" -0.124702454242857
"379" 1 "WALKING_DOWNSTAIRS" "tbodygyrojerkmeanx" -0.0739592036271429
"380" 1 "WALKING_DOWNSTAIRS" "tbodygyrojerkmeany" -0.0439902783367347
"381" 1 "WALKING_DOWNSTAIRS" "tbodygyrojerkmeanz" -0.0270461061061224
"382" 1 "WALKING_DOWNSTAIRS" "tbodygyrojerkstdx" -0.487027342244898
"383" 1 "WALKING_DOWNSTAIRS" "tbodygyrojerkstdy" -0.238824827530612
"384" 1 "WALKING_DOWNSTAIRS" "tbodygyrojerkstdz" -0.268761480242857
"385" 1 "WALKING_DOWNSTAIRS" "tbodyaccmagmean" 0.0271882914106122
"386" 1 "WALKING_DOWNSTAIRS" "tbodyaccmagstd" 0.0198843506265306
"387" 1 "WALKING_DOWNSTAIRS" "tgravityaccmagmean" 0.0271882914106122
"388" 1 "WALKING_DOWNSTAIRS" "tgravityaccmagstd" 0.0198843506265306
"389" 1 "WALKING_DOWNSTAIRS" "tbodyaccjerkmagmean" -0.0894474807979592
"390" 1 "WALKING_DOWNSTAIRS" "tbodyaccjerkmagstd" -0.0257877197081633
"391" 1 "WALKING_DOWNSTAIRS" "tbodygyromagmean" -0.0757412543673469
"392" 1 "WALKING_DOWNSTAIRS" "tbodygyromagstd" -0.225724368061224
"393" 1 "WALKING_DOWNSTAIRS" "tbodygyrojerkmagmean" -0.295463843346939
"394" 1 "WALKING_DOWNSTAIRS" "tbodygyrojerkmagstd" -0.306510645530612
"395" 1 "WALKING_DOWNSTAIRS" "fbodyaccmeanx" 0.0382291831510204
"396" 1 "WALKING_DOWNSTAIRS" "fbodyaccmeany" 0.00154990783591837
